address,metro_stations,total_info,price,price_per_meter,developer,additional_flat_info,bti_house_data
"Москва, САО, р-н Беговой, Верхняя ул., 20к1На карте",Белорусская ⋅ 10 мин. пешком,"55 м²
Общая
3 из 8
Этаж",31 900 000 ₽,N_A,Whitewill Вторичная недвижимость,"Тип жилья
Вторичка",N_A
"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к3На карте",Хорошево ⋅ 4 мин. на транспортеТестовская ⋅ 7 мин. на транспортеШелепиха ⋅ 18 мин. пешком,"46,7 м²
Общая
17,8 м²
Кухня
32 из 41
Этаж
2020
Построен",18 100 000 ₽,N_A,ZAPAD REALTY - офис Маршала Жукова,"Тип жилья
Вторичка
Высота потолков
3,2 м
Санузел
1 совмещенный
Ремонт
Без ремонта
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2020
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
4
Лифты
2 пасс., 1 груз.
Отопление
Индивидуальный тепловой пункт
Аварийность
Нет
Парковка
Подземная
Мусоропровод
Есть"
"Москва, САО, р-н Хорошевский, ул. Полины Осипенко, 10к1На карте",ЦСКА ⋅ 12 мин. пешкомПолежаевская ⋅ 14 мин. пешкомХорошевская ⋅ 15 мин. пешком,"60,7 м²
Общая
25,5 м²
Жилая
15,6 м²
Кухня
6 из 17
Этаж
2008
Построен",17 578 720 ₽,N_A,ID 7759914,"Тип жилья
Вторичка
Площадь комнат
25.5 м²
Санузел
1 совмещенный
Балкон/лоджия
1 лоджия
Ремонт
Без ремонта
Вид из окон
На улицу и двор","О доме
По данным Циан
Год постройки
2008
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
7
Лифты
3 пасс., 1 груз.
Отопление
Центральное
Аварийность
Нет
Парковка
Наземная
Мусоропровод
Есть"
"Москва, ЦАО, р-н Замоскворечье, Садовническая ул., 57С1На карте",Павелецкая ⋅ 12 мин. на транспортеНовокузнецкая ⋅ 14 мин. пешкомТаганская ⋅ 20 мин. пешком,"55,9 м²
Общая
49 м²
Жилая
1 из 4
Этаж
2016
Построен",27 950 000 ₽,N_A,ID 17773667,"Тип жилья
Вторичка Апартаменты
Высота потолков
3,3 м
Санузел
1 совмещенный
Ремонт
Дизайнерский
Вид из окон
На улицу","О доме
По данным Циан
Год постройки
2016
Тип дома
Монолитный
Лифты
2 пасс.
Аварийность
Нет
Парковка
Подземная"
"Москва, СЗАО, р-н Щукино, ул. Маршала Рыбалко, 2к9На карте",Октябрьское поле ⋅ 6 мин. пешкомПанфиловская ⋅ 3 мин. пешкомЗорге ⋅ 6 мин. на транспорте,"70,46 м²
Общая
42,5 м²
Жилая
22,6 м²
Кухня
2 из 11
Этаж
2012
Построен",19 514 253 ₽,N_A,Инна Новикова,"Тип жилья
Вторичка Апартаменты
Площадь комнат
22,6-19,9 м²
Высота потолков
2,95 м
Санузел
1 совмещенный
Ремонт
Дизайнерский
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2012
Тип дома
Монолитный
Лифты
1 пасс., 1 груз.
Аварийность
Нет
Парковка
Подземная
Мусоропровод
Есть"
"Москва, СЗАО, р-н Щукино, ул. Маршала Рыбалко, 2к9На карте",Октябрьское поле ⋅ 7 мин. пешкомПанфиловская ⋅ 4 мин. пешкомЗорге ⋅ 6 мин. на транспорте,"45,66 м²
Общая
17 м²
Жилая
13 м²
Кухня
8 из 11
Этаж
2012
Построен",13 398 755 ₽,N_A,Инна Новикова,"Тип жилья
Вторичка Апартаменты
Площадь комнат
17 м²
Высота потолков
2,95 м
Санузел
1 совмещенный
Ремонт
Евроремонт
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2012
Тип дома
Монолитный
Лифты
1 пасс., 1 груз.
Аварийность
Нет
Парковка
Подземная
Мусоропровод
Есть"
"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 39к1",Шелепиха ⋅ 3 мин. пешкомДеловой центр ⋅ 4 мин. на транспортеМеждународная ⋅ 4 мин. на транспорте,"52,9 м²
Общая
25 м²
Жилая
12 м²
Кухня
16 из 53
Этаж",17 500 000 ₽,N_A,НДВ,N_A,N_A
"Москва, САО, р-н Хорошевский, ул. Полины Осипенко, 10к1На карте",ЦСКА ⋅ 5 мин. пешкомПолежаевская ⋅ 14 мин. пешкомХорошевская ⋅ 15 мин. пешком,"75,4 м²
Общая
36,7 м²
Жилая
15,7 м²
Кухня
2 из 14
Этаж
2008
Построен",21 338 200 ₽,N_A,ID 7759914,"Тип жилья
Вторичка
Планировка
Смежная
Площадь комнат
16,6+20,1 м²
Санузел
1 совмещенный, 1 раздельный
Ремонт
Косметический
Вид из окон
На улицу и двор","О доме
По данным Циан
Год постройки
2008
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
7
Лифты
1 пасс., 1 груз.
Отопление
Центральное
Аварийность
Нет
Парковка
Наземная
Мусоропровод
Есть"
"Москва, САО, р-н Головинский, Кронштадтский бул., 30К2На карте",Водный стадион ⋅ 4 мин. на транспортеРечной вокзал ⋅ 7 мин. на транспортеКоптево ⋅ 16 мин. пешком,"44,7 м²
Общая
7 м²
Кухня
5 из 12
Этаж
1974
Построен",12 000 000 ₽,N_A,БЕСТ-Новострой Обмен квартир,"Тип жилья
Вторичка
Планировка
Изолированная
Санузел
1 совмещенный
Балкон/лоджия
1 лоджия
Ремонт
Евроремонт
Вид из окон
На улицу","О доме
По данным Циан
Год постройки
1974
Тип дома
Панельный
Тип перекрытий
Железобетонные
Подъезды
5
Лифты
2 пасс.
Отопление
Центральное
Аварийность
Нет
Мусоропровод
Есть"
"Москва, ВАО, р-н Новогиреево, Перовская ул., 50К5На карте",Перово ⋅ 8 мин. пешкомНовогиреево ⋅ 3 мин. на транспорте,"39 м²
Общая
23 м²
Жилая
7 м²
Кухня
11 из 12
Этаж
1971
Построен",9 390 000 ₽,N_A,ID 253142,"Тип жилья
Вторичка
Планировка
Изолированная
Площадь комнат
14-9 м²
Высота потолков
2,64 м
Санузел
1 раздельный
Балкон/лоджия
1 балкон
Ремонт
Евроремонт
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
1971
Строительная серия
II-18-01/12
Тип дома
Блочный
Тип перекрытий
Железобетонные
Подъезды
1
Лифты
2 пасс.
Отопление
Центральное
Аварийность
Нет
Парковка
Наземная
Мусоропровод
Есть"
"Москва, ЮАО, р-н Даниловский, ул. Архитектора Щусева, 1На карте",ЗИЛ ⋅ 12 мин. пешкомАвтозаводская ⋅ 23 мин. пешкомТульская ⋅ 23 мин. пешком,"62 м²
Общая
14 из 14
Этаж",21 080 000 ₽,N_A,Kalinka Group,"Тип жилья
Вторичка
Планировка
Смежно-изолированная
Санузел
2 совмещенных
Ремонт
Без ремонта",N_A
"Москва, ЗАО, р-н Дорогомилово, Кутузовский просп., 4/2",Киевская ⋅ 5 мин. пешком,"64 м²
Общая
30 м²
Жилая
7 м²
Кухня
4 из 10
Этаж
1957
Построен",26 000 000 ₽,N_A,NIKA ESTATE,N_A,N_A
"Москва, ЮАО, р-н Даниловский, ул. Трофимова, 10На карте",Автозаводская ⋅ 5 мин. пешкомТехнопарк ⋅ 10 мин. пешкомЗИЛ ⋅ 15 мин. пешком,"80 м²
Общая
3 из 22
Этаж
2002
Построен",22 500 000 ₽,N_A,Immer Group,"Тип жилья
Вторичка
Планировка
Изолированная
Санузел
2 совмещенных
Балкон/лоджия
2 лоджии
Ремонт
Косметический
Вид из окон
На улицу и двор","О доме
По данным Циан
Год постройки
2002
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
3
Лифты
2 пасс.
Отопление
Центральное
Аварийность
Нет
Парковка
Подземная
Мусоропровод
Есть"
"Москва, САО, р-н Беговой, Верхняя ул., 20к1На карте",Белорусская ⋅ 10 мин. пешкомДинамо ⋅ 5 мин. на транспортеМаяковская ⋅ 6 мин. на транспорте,"50 м²
Общая
21 м²
Жилая
24 м²
Кухня
3 из 8
Этаж",24 500 000 ₽,N_A,ID 45145795,"Тип жилья
Вторичка
Площадь комнат
21 м²
Высота потолков
3,1 м
Санузел
1 совмещенный
Балкон/лоджия
1 балкон
Ремонт
Без ремонта","О доме
По данным Циан
Тип дома
Монолитно кирпичный
Лифты
1 пасс., 1 груз.
Парковка
Подземная"
"Москва, ЗАО, р-н Тропарево-Никулино, ул. Покрышкина, 8к1На карте",Юго-Западная ⋅ 10 мин. пешкомОзерная ⋅ 7 мин. на транспортеПроспект Вернадского ⋅ 8 мин. на транспорте,"86,6 м²
Общая
69 м²
Жилая
13 м²
Кухня
11 из 24
Этаж",27 370 000 ₽,N_A,Premium Realty,"Тип жилья
Вторичка
Планировка
Изолированная
Площадь комнат
34-35 м²
Высота потолков
3 м
Санузел
1 совмещенный
Ремонт
Евроремонт
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2009
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
13
Лифты
1 пасс., 1 груз.
Отопление
Центральное
Аварийность
Нет"
"Москва, ЗАО, р-н Раменки, Вест Гарден жилой комплекс, к1На карте",Минская ⋅ 14 мин. пешкомЛомоносовский проспект ⋅ 2 мин. на транспортеРаменки ⋅ 3 мин. на транспорте,"50,9 м²
Общая
14,5 м²
Жилая
25,8 м²
Кухня
10 из 14
Этаж
1 кв. 2022
Срок сдачи",19 596 500 ₽,N_A,ИНТЕКО,"Тип жилья
Новостройка
Площадь комнат
14.5 м²
Высота потолков
3,13 м
Санузел
1 совмещенный",N_A
"Москва, ЗАО, р-н Филевский парк, ул. Василисы Кожиной, 13На карте",Парк Победы ⋅ 13 мин. пешкомБагратионовская ⋅ 18 мин. пешкомФилевский парк ⋅ 19 мин. пешком,"45,5 м²
Общая
10 из 28
Этаж
2020
Построен",14 300 000 ₽,N_A,FavoritEstate,"Тип жилья
Вторичка Апартаменты
Высота потолков
3 м
Санузел
1 совмещенный
Ремонт
Без ремонта","О доме
Лифты
3 пасс., 3 груз.
Парковка
Подземная"
"Москва, САО, р-н Хорошевский, ул. Зорге, вл9",Зорге ⋅ 13 мин. пешкомПолежаевская ⋅ 15 мин. пешкомХорошево ⋅ 16 мин. пешком,"56,3 м²
Общая
24,5 м²
Жилая
18,2 м²
Кухня
13 из 17
Этаж
2 кв. 2022
Срок сдачи",15 447 700 ₽,N_A,St Michael,N_A,N_A
"Москва, ЮЗАО, р-н Черемушки, Херсонская ул.На карте",Зюзино откроется в 2021 ⋅ 16 мин. пешкомКалужская ⋅ 18 мин. пешкомНовые Черемушки ⋅ 5 мин. на транспорте,"63,4 м²
Общая
33,4 м²
Жилая
22 из 32
Этаж
2020
Срок сдачи",19 907 600 ₽,N_A,Ташир,"Тип жилья
Новостройка
Площадь комнат
15.41-18.02 м²
Высота потолков
3,1 м
Санузел
1 совмещенный, 1 раздельный
Отделка
Черновая",N_A
"Москва, ЗАО, р-н Раменки, 1-й Сетуньский проездНа карте",Спортивная ⋅ 5 мин. на транспортеЛужники ⋅ 6 мин. на транспортеВоробьевы горы ⋅ 4 мин. на транспорте,"54,04 м²
Общая
39,3 м²
Жилая
4,5 м²
Кухня
2 из 41
Этаж
1 кв. 2023
Срок сдачи",20 183 940 ₽,N_A,MR Group,"Тип жилья
Новостройка
Площадь комнат
22.14-17.13 м²
Санузел
1 совмещенный",N_A
"Москва, ЦАО, р-н Пресненский, Ходынская ул., 2На карте",Улица 1905 года ⋅ 11 мин. пешкомБеговая ⋅ 3 мин. на транспортеБаррикадная ⋅ 4 мин. на транспорте,"66 м²
Общая
45 м²
Жилая
15 м²
Кухня
37 из 42
Этаж
2019
Построен",31 000 000 ₽,N_A,PRO NIKA ESTATE,"Тип жилья
Вторичка
Планировка
Смежно-изолированная
Высота потолков
3,1 м
Санузел
2 совмещенных
Ремонт
Без ремонта
Вид из окон
На улицу и двор","О доме
По данным Циан
Год постройки
2018
Тип дома
Монолитный
Лифты
4 пасс., 2 груз.
Аварийность
Нет
Парковка
Подземная"
"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32/3к5На карте",Волгоградский проспект ⋅ 7 мин. пешкомУгрешская ⋅ 12 мин. пешкомДубровка ⋅ 3 мин. на транспорте,"68,8 м²
Общая
31,4 м²
Жилая
22,9 м²
Кухня
28 из 30
Этаж
3 кв. 2021
Срок сдачи",18 197 600 ₽,N_A,MR Group,"Тип жилья
Новостройка
Площадь комнат
15.32-16.03 м²
Санузел
1 совмещенный, 1 раздельный
Вид из окон
Во двор",N_A
"Москва, ЗАО, р-н Раменки, Воробьевское ш., 4На карте",Студенческая ⋅ 6 мин. на транспортеКутузовская ⋅ 7 мин. на транспортеПарк Победы ⋅ 7 мин. на транспорте,"49 м²
Общая
2 из 16
Этаж
2017
Построен",28 850 000 ₽,N_A,Verges of estate,"Тип жилья
Вторичка Апартаменты
Санузел
1 совмещенный
Ремонт
Дизайнерский
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2017
Тип дома
Монолитный
Лифты
Есть
Аварийность
Нет"
"Москва, СЗАО, р-н Щукино, ул. Маршала Рыбалко, 2к4На карте",Октябрьское поле ⋅ 7 мин. пешкомПанфиловская ⋅ 3 мин. пешкомЗорге ⋅ 18 мин. пешком,"40,1 м²
Общая
12 из 18
Этаж
2011
Построен",16 490 600 ₽,N_A,Инна Новикова,"Тип жилья
Вторичка
Высота потолков
3 м
Ремонт
Без ремонта
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2011
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
3
Лифты
1 пасс., 1 груз.
Отопление
Центральное
Аварийность
Нет
Парковка
Подземная
Мусоропровод
Нет"
"Москва, САО, р-н Хорошевский, Ленинградский просп., 37К6",Аэропорт ⋅ 10 мин. пешкомДинамо ⋅ 10 мин. пешкомЦСКА ⋅ 10 мин. пешком,"40,2 м²
Общая
20 м²
Жилая
10 м²
Кухня
5 из 41
Этаж
2020
Построен",16 600 000 ₽,N_A,NIKA ESTATE,N_A,N_A
"Москва, СЗАО, р-н Хорошево-Мневники, ул. Паршина, 10к5",Октябрьское поле ⋅ 5 мин. на транспортеЩукинская ⋅ 5 мин. на транспортеСпартак ⋅ 5 мин. на транспорте,"77,9 м²
Общая
31,5 м²
Жилая
21 м²
Кухня
8 из 13
Этаж
2 кв. 2020
Срок сдачи",27 443 535 ₽,N_A,Инград,N_A,N_A
"Москва, САО, р-н Беговой, Верхняя ул., 20к1На карте",Белорусская ⋅ 8 мин. пешкомДинамо ⋅ 5 мин. на транспортеПетровский Парк ⋅ 5 мин. на транспорте,"55,3 м²
Общая
15 из 24
Этаж",28 000 000 ₽,N_A,Агент Риэлтор,"Тип жилья
Вторичка
Санузел
1 совмещенный
Ремонт
Без ремонта","О доме
По данным Циан
Тип дома
Монолитно кирпичный"
"Москва, ЗАО, р-н Кунцево, Рублевское ш., 26К4На карте",Молодежная ⋅ 15 мин. пешкомКрылатское ⋅ 25 мин. пешкомКунцевская ⋅ 32 мин. пешком,"76,4 м²
Общая
6 из 22
Этаж",30 900 000 ₽,N_A,Kalinka Group,"Тип жилья
Вторичка
Планировка
Смежно-изолированная
Санузел
2 совмещенных
Ремонт
Дизайнерский","О доме
По данным Циан
Год постройки
2001
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
3
Лифты
10 всего
Отопление
Центральное
Аварийность
Нет"
"Москва, СЗАО, р-н Щукино, ул. Маршала Рыбалко, 2к9На карте",Панфиловская ⋅ 5 мин. пешкомОктябрьское поле ⋅ 7 мин. пешком,"57,51 м²
Общая
18,2 м²
Жилая
13,6 м²
Кухня
2 из 9
Этаж
4 кв. 2011
Срок сдачи",16 268 599 ₽,N_A,494 УНР,"Тип жилья
Новостройка Апартаменты
Площадь комнат
18.21 м²
Санузел
1 совмещенный
Балкон/лоджия
1 лоджия",N_A
"Москва, НАО (Новомосковский), Сосенское поселение, бул. Скандинавский, 1к2На карте",Коммунарка ⋅ 20 мин. пешкомТеплый Стан ⋅ 15 мин. на транспортеОльховая ⋅ 20 мин. пешком,"72 м²
Общая
32 м²
Жилая
17 м²
Кухня
2 из 15
Этаж",12 500 000 ₽,N_A,ID 7196542,"Тип жилья
Вторичка
Планировка
Изолированная
Площадь комнат
16-16 м²
Высота потолков
3 м
Санузел
2 совмещенных
Ремонт
Без ремонта
Вид из окон
На улицу и двор","О доме
По данным Циан
Тип дома
Монолитный
Лифты
1 пасс., 1 груз."
"Москва, ЮВАО, р-н Люблино, Люблинская ул., 72к7На карте",Перерва ⋅ 4 мин. на транспортеБратиславская ⋅ 4 мин. на транспортеМарьино ⋅ 4 мин. на транспорте,"35,7 м²
Общая
10,1 м²
Жилая
17 м²
Кухня
2 из 25
Этаж
2 кв. 2022
Срок сдачи",7 011 480 ₽,N_A,ПИК,"Тип жилья
Новостройка
Площадь комнат
10.1 м²
Высота потолков
2,68 м
Санузел
1 совмещенный
Вид из окон
На улицу
Отделка
Чистовая",N_A
"Москва, СВАО, р-н Лосиноостровский, Тайнинская ул., 9к4На карте",Бабушкинская ⋅ 3 мин. на транспортеМедведково ⋅ 20 мин. пешком,"63,5 м²
Общая
20 из 24
Этаж",10 735 000 ₽,N_A,Аристократ,"Тип жилья
Вторичка Апартаменты
Ремонт
Без ремонта",N_A
"Москва, ЮАО, р-н Даниловский, ул. Мустая КаримаНа карте",Технопарк ⋅ 10 мин. пешкомКоломенская ⋅ 4 мин. на транспортеКленовый бульвар откроется в 2023 ⋅ 6 мин. на транспорте,"53,1 м²
Общая
25,6 м²
Жилая
11,7 м²
Кухня
7 из 7
Этаж
4 кв. 2021
Срок сдачи",20 024 010 ₽,N_A,TEKTA GROUP,"Тип жилья
Новостройка
Площадь комнат
10.2-15.4 м²
Санузел
1 совмещенный, 1 раздельный
Балкон/лоджия
1 лоджия",N_A
"Москва, ЮАО, р-н Чертаново Южное, Варшавское ш., 168",Бульвар Дмитрия Донского ⋅ 5 мин. на транспортеЛесопарковая ⋅ 8 мин. пешкомАннино ⋅ 13 мин. пешком,"37,8 м²
Общая
17 из 19
Этаж
2020
Построен",9 933 000 ₽,N_A,ID 62507344,N_A,N_A
"Москва, ЮАО, р-н Донской, Духовской пер., 17АНа карте",Тульская ⋅ 12 мин. пешкомКрымская ⋅ 3 мин. на транспортеШаболовская ⋅ 3 мин. на транспорте,"30 м²
Общая
21,7 м²
Жилая
5 м²
Кухня
11 из 11
Этаж
1 кв. 2021
Срок сдачи",12 268 700 ₽,N_A,Страна-Девелопмент,"Тип жилья
Новостройка Апартаменты
Площадь комнат
21.65 м²
Высота потолков
2,8 м
Санузел
2 раздельных
Вид из окон
Во двор",N_A
"Москва, ЗАО, р-н Солнцево, Производственная ул., 10к2На карте",Солнцево ⋅ 10 мин. пешкомБоровское шоссе ⋅ 2 мин. на транспортеНовопеределкино ⋅ 3 мин. на транспорте,"58,6 м²
Общая
29,6 м²
Жилая
12,2 м²
Кухня
15 из 19
Этаж
2019
Построен",14 230 000 ₽,N_A,Навигатор недвижимости,"Тип жилья
Вторичка
Планировка
Изолированная
Площадь комнат
15,9-13,7 м²
Высота потолков
2,8 м
Санузел
2 совмещенных
Балкон/лоджия
1 лоджия
Ремонт
Без ремонта
Вид из окон
Во двор","О доме
По данным Циан
Тип дома
Монолитный
Лифты
1 пасс., 1 груз.
Парковка
Подземная
Мусоропровод
Есть"
"Москва, ЗАО, р-н Тропарево-Никулино, просп. Вернадского, 94к5На карте",Юго-Западная ⋅ 2 мин. на транспорте,"50 м²
Общая
6 из 37
Этаж",25 250 000 ₽,N_A,Unreal Estate,"Тип жилья
Вторичка
Ремонт
Без ремонта","О доме
По данным Циан
Год постройки
2012
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
4
Лифты
14 всего
Отопление
Автономная котельная
Аварийность
Нет"
"Москва, ЗАО, р-н Раменки, Воробьевское ш., 4На карте",Ломоносовский проспект ⋅ 5 мин. на транспортеШелепиха ⋅ 5 мин. на транспортеФилевский парк ⋅ 5 мин. на транспорте,"46,3 м²
Общая
12 из 16
Этаж",23 000 000 ₽,N_A,Unreal Estate,"Тип жилья
Вторичка Апартаменты
Ремонт
Без ремонта","О доме
По данным Циан
Год постройки
2017
Тип дома
Монолитный
Лифты
Есть
Аварийность
Нет"
"Москва, ЦАО, р-н Басманный, Большая Почтовая ул., 24С1",Электрозаводская ⋅ 11 мин. пешкомРубцовская откроется в 2020 ⋅ 13 мин. пешкомСеменовская ⋅ 5 мин. на транспорте,"54,7 м²
Общая
33,2 м²
Жилая
6,6 м²
Кухня
11 из 11
Этаж
2020
Срок сдачи",21 562 740 ₽,N_A,AFI Development,N_A,N_A
"Москва, СЗАО, р-н Покровское-Стрешнево, ул. Циолковского, 7На карте",Тушинская ⋅ 7 мин. пешкомСпартак ⋅ 6 мин. на транспортеЩукинская ⋅ 6 мин. на транспорте,"48 м²
Общая
20,1 м²
Жилая
8,2 м²
Кухня
16 из 20
Этаж
2014
Построен",12 768 000 ₽,N_A,ID 7759914,"Тип жилья
Вторичка
Площадь комнат
20.1 м²
Санузел
1 раздельный
Балкон/лоджия
1 лоджия
Ремонт
Косметический
Вид из окон
На улицу и двор","О доме
По данным Циан
Год постройки
2014
Тип перекрытий
Железобетонные
Подъезды
6
Лифты
1 пасс., 1 груз.
Отопление
Центральное
Аварийность
Нет
Парковка
Подземная
Мусоропровод
Есть"
"Москва, ЗАО, р-н Раменки, ул. Улофа Пальме, 7",Минская ⋅ 18 мин. пешкомЛомоносовский проспект ⋅ 28 мин. пешкомРаменки ⋅ 43 мин. пешком,"132,9 м²
Общая
3 из 12
Этаж",78 000 000 ₽,N_A,Kalinka Group,N_A,N_A
"Москва, ЦАО, р-н Тверской, 1-я Тверская-Ямская ул., 2На карте",Маяковская ⋅ 2 мин. пешкомПушкинская ⋅ 10 мин. пешкомТверская ⋅ 10 мин. пешком,"84 м²
Общая
4 из 9
Этаж
2020
Построен",78 800 000 ₽,N_A,Immer Group,"Тип жилья
Вторичка Апартаменты
Планировка
Изолированная
Высота потолков
4,2 м
Санузел
2 совмещенных
Ремонт
Дизайнерский
Вид из окон
Во двор","О доме
По данным Циан
Тип дома
Монолитно кирпичный
Парковка
Подземная"
"Москва, ЦАО, р-н Пресненский, наб. Пресненская, 8с1На карте",Деловой центр ⋅ 5 мин. пешкомМеждународная ⋅ 6 мин. пешкомВыставочная ⋅ 7 мин. пешком,"185 м²
Общая
150 м²
Жилая
30 м²
Кухня
25 из 73
Этаж
2009
Построен",109 958 550 ₽,N_A,NIKA ESTATE,"Тип жилья
Вторичка Апартаменты
Планировка
Изолированная
Высота потолков
3 м
Санузел
1 совмещенный, 1 раздельный
Ремонт
Евроремонт
Вид из окон
На улицу и двор","О доме
По данным Циан
Год постройки
2010
Тип дома
Монолитный
Лифты
4 пасс., 2 груз.
Аварийность
Нет
Парковка
Подземная"
"Москва, ЦАО, р-н Пресненский, наб. Пресненская, 8с1",Деловой центр ⋅ 5 мин. пешкомВыставочная ⋅ 5 мин. пешкомМеждународная ⋅ 5 мин. пешком,"225 м²
Общая
65 м²
Жилая
30 м²
Кухня
24 из 62
Этаж
2009
Построен",146 611 400 ₽,N_A,NIKA ESTATE,N_A,N_A
"Москва, ЮАО, р-н Нагорный, Артековская ул., 6",Варшавская ⋅ 9 мин. пешкомЧертановская ⋅ 13 мин. пешкомСевастопольская ⋅ 16 мин. пешком,"32 м²
Общая
21 м²
Жилая
6 м²
Кухня
2 из 9
Этаж
1964
Построен",6 850 000 ₽,N_A,CENTURY 21 Milestone,N_A,N_A
"Москва, ЗАО, р-н Можайский, Можайское ш., 16На карте",Кунцевская ⋅ 20 мин. пешкомМолодежная ⋅ 7 мин. на транспортеПионерская ⋅ 8 мин. на транспорте,"31,3 м²
Общая
16,9 м²
Жилая
7,1 м²
Кухня
9 из 9
Этаж
1971
Построен",8 000 000 ₽,N_A,Capital Mars,"Тип жилья
Вторичка
Площадь комнат
16.9 м²
Высота потолков
2,5 м
Санузел
1 раздельный
Балкон/лоджия
1 балкон
Ремонт
Косметический
Вид из окон
На улицу и двор","О доме
По данным Циан
Год постройки
1971
Строительная серия
1-511
Тип дома
Кирпичный
Подъезды
1
Лифты
Есть
Отопление
Центральное
Аварийность
Нет
Парковка
Наземная
Мусоропровод
Есть
Газоснабжение
Центральное"
"Москва, НАО (Новомосковский), Московский, Первый Московский микрорайон, 10-я фаза территория, к8На карте",Филатов Луг ⋅ 6 мин. на транспортеРассказовка ⋅ 7 мин. на транспортеБоровское шоссе ⋅ 8 мин. на транспорте,"47,4 м²
Общая
14 м²
Жилая
10 из 25
Этаж
3 кв. 2021
Срок сдачи",8 058 641 ₽,N_A,Абсолют Недвижимость,"Тип жилья
Новостройка
Площадь комнат
14.00 м²
Высота потолков
3 м
Санузел
1 совмещенный
Отделка
Нет",N_A
"Москва, ЮВАО, р-н Рязанский, Рязанский просп., с26к2На карте",Окская ⋅ 5 мин. пешкомРязанский проспект ⋅ 15 мин. пешкомКузьминки ⋅ 4 мин. на транспорте,"32,5 м²
Общая
10,5 м²
Жилая
14,6 м²
Кухня
28 из 30
Этаж
3 кв. 2021
Срок сдачи",9 571 250 ₽,N_A,Главстрой,"Тип жилья
Новостройка
Площадь комнат
10.5 м²
Высота потолков
2,7 м
Санузел
1 раздельный
Вид из окон
Во двор
Отделка
Чистовая",N_A
"Москва, ЮВАО, р-н Рязанский, 2-й Грайвороновский проездНа карте",Стахановская ⋅ 11 мин. пешкомНижегородская ⋅ 19 мин. пешкомТекстильщики ⋅ 5 мин. на транспорте,"29,6 м²
Общая
20,3 м²
Жилая
19 из 19
Этаж
3 кв. 2020
Срок сдачи",10 106 624 ₽,N_A,ВекторСтройФинанс,"Тип жилья
Новостройка
Площадь комнат
20.3 м²
Санузел
1 совмещенный",N_A
"Москва, ЮВАО, р-н Рязанский, ул. Михайлова, 31АНа карте",Окская ⋅ 10 мин. пешкомРязанский проспект ⋅ 5 мин. на транспортеСтахановская ⋅ 19 мин. пешком,"38 м²
Общая
15 м²
Жилая
10 м²
Кухня
8 из 19
Этаж",10 600 000 ₽,N_A,Азбука Жилья Бизнес,"Тип жилья
Вторичка
Площадь комнат
15 м²
Высота потолков
3 м
Санузел
1 раздельный
Балкон/лоджия
1 лоджия
Ремонт
Евроремонт
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2019
Тип перекрытий
Железобетонные
Подъезды
8
Лифты
1 пасс., 1 груз.
Отопление
Индивидуальный тепловой пункт
Аварийность
Нет"
"Москва, ЗАО, р-н Кунцево, ул. Академика Павлова, 38На карте",Молодежная ⋅ 10 мин. пешкомКрылатское ⋅ 16 мин. пешкомМневники откроется в 2021 ⋅ 5 мин. на транспорте,"39,8 м²
Общая
11,4 м²
Жилая
19,7 м²
Кухня
12 из 14
Этаж
1 кв. 2023
Срок сдачи",10 905 200 ₽,N_A,ПИК,"Тип жилья
Новостройка
Площадь комнат
11.4 м²
Высота потолков
2,85 м
Санузел
1 совмещенный
Вид из окон
Во двор
Отделка
Чистовая",N_A
"Москва, ЦАО, р-н Пресненский, ул. Красная Пресня, 8",Краснопресненская ⋅ 3 мин. пешкомБаррикадная ⋅ 6 мин. пешкомУлица 1905 года ⋅ 10 мин. пешком,"32,2 м²
Общая
21,6 м²
Жилая
6 м²
Кухня
1 из 9
Этаж
1963
Построен",10 990 000 ₽,N_A,Максим Василишин,N_A,N_A
